id,areas_fk,plant_id,timestep,b,area,fuel_type,production
116,1,49920,1,3,3,Hydro,0.0
117,1,49921,1,0,3,Hydro,0.0
118,1,49921,1,1,3,Hydro,0.0
119,1,49921,1,2,3,Hydro,0.0
120,1,49921,1,3,3,Hydro,0.0
121,1,49922,1,0,3,Hydro,0.0
122,1,49922,1,1,3,Hydro,0.0
123,1,49922,1,2,3,Hydro,0.0
124,1,49922,1,3,3,Hydro,0.0
125,1,49923,1,0,3,Hydro,0.0
126,1,49923,1,1,3,Hydro,0.0
127,1,49923,1,2,3,Hydro,0.0
128,1,49923,1,3,3,Hydro,0.0
129,1,49924,1,0,3,Hydro,0.0
130,1,49924,1,1,3,Hydro,0.0
131,1,49924,1,2,3,Hydro,0.0
132,1,49924,1,3,3,Hydro,0.0
133,1,49925,1,0,3,Hydro,0.0
134,1,49925,1,1,3,Hydro,0.0
135,1,49925,1,2,3,Hydro,0.0
136,1,49925,1,3,3,Hydro,0.0
137,1,49927,1,0,3,Hydro,0.0
138,1,49927,1,1,3,Hydro,0.0
139,1,49927,1,2,3,Hydro,0.0
140,1,49927,1,3,3,Hydro,0.0
141,1,49928,1,0,3,Hydro,0.0
142,1,49928,1,1,3,Hydro,0.0
143,1,49928,1,2,3,Hydro,0.0
144,1,49928,1,3,3,Hydro,0.0
145,1,49929,1,0,3,Hydro,0.0
146,1,49929,1,1,3,Hydro,0.0
147,1,49929,1,2,3,Hydro,0.0
148,1,49929,1,3,3,Hydro,0.0
149,1,49930,1,0,3,Hydro,0.0
150,1,49930,1,1,3,Hydro,0.0
151,1,49930,1,2,3,Hydro,0.0
152,1,49930,1,3,3,Hydro,0.0
153,1,49931,1,0,3,Hydro,0.0
154,1,49931,1,1,3,Hydro,0.0
155,1,49931,1,2,3,Hydro,0.0
156,1,49931,1,3,3,Hydro,0.0
157,2,1,2,0,1,Thermal,0.0
158,2,1,2,1,1,Thermal,0.0
159,2,1,2,2,1,Thermal,0.0
160,2,1,2,3,1,Thermal,0.0
161,2,2,2,0,1,Thermal,0.0
162,2,2,2,1,1,Thermal,0.0
163,2,2,2,2,1,Thermal,0.0
164,2,2,2,3,1,Thermal,0.0
165,2,3,2,0,1,Thermal,0.0
166,2,3,2,1,1,Thermal,0.0
167,2,3,2,2,1,Thermal,0.0
168,2,3,2,3,1,Thermal,0.0
169,2,4,2,0,1,Thermal,0.0
170,2,4,2,1,1,Thermal,0.0
171,2,4,2,2,1,Thermal,0.0
172,2,4,2,3,1,Thermal,0.0
173,2,5,2,0,1,Thermal,0.0
174,2,5,2,1,1,Thermal,0.0
175,2,5,2,2,1,Thermal,0.0
176,2,5,2,3,1,Thermal,0.0
177,2,6,2,0,1,Thermal,0.0
178,2,6,2,1,1,Thermal,0.0
179,2,6,2,2,1,Thermal,0.0
180,2,6,2,3,1,Thermal,0.0
181,2,7,2,0,1,Thermal,0.0
182,2,7,2,1,1,Thermal,0.0
183,2,7,2,2,1,Thermal,0.0
184,2,7,2,3,1,Thermal,0.0
185,2,8,2,0,1,Thermal,0.0
186,2,8,2,1,1,Thermal,0.0
187,2,8,2,2,1,Thermal,0.0
188,2,8,2,3,1,Thermal,0.0
189,2,9,2,0,1,Thermal,0.0
190,2,9,2,1,1,Thermal,0.0
191,2,9,2,2,1,Thermal,0.0
192,2,9,2,3,1,Thermal,0.0
193,2,10,2,0,1,Thermal,0.0
194,2,10,2,1,1,Thermal,0.0
195,2,10,2,2,1,Thermal,0.0
196,2,10,2,3,1,Thermal,0.0
197,2,154,2,0,2,Wind,43.11
198,2,154,2,1,2,Wind,42.72
199,2,154,2,2,2,Wind,43.26
200,2,154,2,3,2,Wind,42.83
201,2,155,2,0,2,Wind,238.58
202,2,155,2,1,2,Wind,238.52
203,2,155,2,2,2,Wind,238.59
204,2,155,2,3,2,Wind,238.54
205,2,156,2,0,2,Wind,133.04
206,2,156,2,1,2,Wind,149.23
207,2,156,2,2,2,Wind,127.03
208,2,156,2,3,2,Wind,144.42
209,2,157,2,0,2,Wind,213.99
210,2,157,2,1,2,Wind,213.95
211,2,157,2,2,2,Wind,214.0
212,2,157,2,3,2,Wind,213.96
213,2,49900,2,0,3,Hydro,0.0
214,2,49900,2,1,3,Hydro,0.0
215,2,49900,2,2,3,Hydro,0.0
216,2,49900,2,3,3,Hydro,0.0
217,2,49901,2,0,3,Hydro,0.0
218,2,49901,2,1,3,Hydro,0.0
219,2,49901,2,2,3,Hydro,0.0
220,2,49901,2,3,3,Hydro,0.0
221,2,49902,2,0,3,Hydro,0.0
222,2,49902,2,1,3,Hydro,0.0
223,2,49902,2,2,3,Hydro,0.0
224,2,49902,2,3,3,Hydro,0.0
225,2,49903,2,0,3,Hydro,0.0
226,2,49903,2,1,3,Hydro,0.0
227,2,49903,2,2,3,Hydro,0.0
228,2,49903,2,3,3,Hydro,0.0
229,2,49904,2,0,3,Hydro,0.0
230,2,49904,2,1,3,Hydro,0.0
231,2,49904,2,2,3,Hydro,0.0
232,2,49904,2,3,3,Hydro,0.0
233,2,49905,2,0,3,Hydro,0.0
234,2,49905,2,1,3,Hydro,0.0
235,2,49905,2,2,3,Hydro,0.0
236,2,49905,2,3,3,Hydro,0.0
237,2,49906,2,0,3,Hydro,0.0
238,2,49906,2,1,3,Hydro,0.0
239,2,49906,2,2,3,Hydro,0.0
240,2,49906,2,3,3,Hydro,0.0
241,2,49907,2,0,3,Hydro,0.0
242,2,49907,2,1,3,Hydro,0.0
243,2,49907,2,2,3,Hydro,0.0
244,2,49907,2,3,3,Hydro,0.0
245,2,49908,2,0,3,Hydro,0.0
246,2,49908,2,1,3,Hydro,0.0
247,2,49908,2,2,3,Hydro,0.0
248,2,49908,2,3,3,Hydro,0.0
249,2,49911,2,0,3,Hydro,0.0
250,2,49911,2,1,3,Hydro,0.0
251,2,49911,2,2,3,Hydro,0.0
252,2,49911,2,3,3,Hydro,0.0
253,2,49912,2,0,3,Hydro,0.0
254,2,49912,2,1,3,Hydro,0.0
255,2,49912,2,2,3,Hydro,0.0
256,2,49912,2,3,3,Hydro,0.0
257,2,49913,2,0,3,Hydro,0.0
258,2,49913,2,1,3,Hydro,0.0
259,2,49913,2,2,3,Hydro,0.0
260,2,49913,2,3,3,Hydro,0.0
261,2,49914,2,0,3,Hydro,0.0
262,2,49914,2,1,3,Hydro,0.0
263,2,49914,2,2,3,Hydro,0.0
264,2,49914,2,3,3,Hydro,0.0
265,2,49915,2,0,3,Hydro,0.0
266,2,49915,2,1,3,Hydro,0.0
267,2,49915,2,2,3,Hydro,0.0
268,2,49915,2,3,3,Hydro,0.0
269,2,49920,2,0,3,Hydro,0.0
270,2,49920,2,1,3,Hydro,0.0
271,2,49920,2,2,3,Hydro,0.0
272,2,49920,2,3,3,Hydro,0.0
273,2,49921,2,0,3,Hydro,0.0
274,2,49921,2,1,3,Hydro,0.0
275,2,49921,2,2,3,Hydro,0.0
276,2,49921,2,3,3,Hydro,0.0
277,2,49922,2,0,3,Hydro,0.0
278,2,49922,2,1,3,Hydro,0.0
279,2,49922,2,2,3,Hydro,0.0
280,2,49922,2,3,3,Hydro,0.0
281,2,49923,2,0,3,Hydro,0.0
282,2,49923,2,1,3,Hydro,0.0
283,2,49923,2,2,3,Hydro,0.0
284,2,49923,2,3,3,Hydro,0.0
285,2,49924,2,0,3,Hydro,0.0
286,2,49924,2,1,3,Hydro,0.0
287,2,49924,2,2,3,Hydro,0.0
288,2,49924,2,3,3,Hydro,0.0
289,2,49925,2,0,3,Hydro,0.0
290,2,49925,2,1,3,Hydro,0.0
291,2,49925,2,2,3,Hydro,0.0
292,2,49925,2,3,3,Hydro,0.0
293,2,49927,2,0,3,Hydro,0.0
294,2,49927,2,1,3,Hydro,0.0
295,2,49927,2,2,3,Hydro,0.0
296,2,49927,2,3,3,Hydro,0.0
297,2,49928,2,0,3,Hydro,0.0
298,2,49928,2,1,3,Hydro,0.0
299,2,49928,2,2,3,Hydro,0.0
300,2,49928,2,3,3,Hydro,0.0
301,2,49929,2,0,3,Hydro,0.0
302,2,49929,2,1,3,Hydro,0.0
303,2,49929,2,2,3,Hydro,0.0
304,2,49929,2,3,3,Hydro,0.0
305,2,49930,2,0,3,Hydro,0.0
306,2,49930,2,1,3,Hydro,0.0
307,2,49930,2,2,3,Hydro,0.0
308,2,49930,2,3,3,Hydro,0.0
309,2,49931,2,0,3,Hydro,0.0
310,2,49931,2,1,3,Hydro,0.0
311,2,49931,2,2,3,Hydro,0.0
312,2,49931,2,3,3,Hydro,0.0
313,3,1,3,0,1,Thermal,0.0
314,3,1,3,1,1,Thermal,0.0
315,3,1,3,2,1,Thermal,0.0
316,3,1,3,3,1,Thermal,0.0
317,3,2,3,0,1,Thermal,0.0
318,3,2,3,1,1,Thermal,0.0
319,3,2,3,2,1,Thermal,0.0
320,3,2,3,3,1,Thermal,0.0
321,3,3,3,0,1,Thermal,0.0
322,3,3,3,1,1,Thermal,0.0
323,3,3,3,2,1,Thermal,0.0
324,3,3,3,3,1,Thermal,0.0
325,3,4,3,0,1,Thermal,0.0
326,3,4,3,1,1,Thermal,0.0
327,3,4,3,2,1,Thermal,0.0
328,3,4,3,3,1,Thermal,0.0
329,3,5,3,0,1,Thermal,0.0
330,3,5,3,1,1,Thermal,0.0
331,3,5,3,2,1,Thermal,0.0
332,3,5,3,3,1,Thermal,0.0
333,3,6,3,0,1,Thermal,0.0
334,3,6,3,1,1,Thermal,0.0
335,3,6,3,2,1,Thermal,0.0
336,3,6,3,3,1,Thermal,0.0
337,3,7,3,0,1,Thermal,0.0
338,3,7,3,1,1,Thermal,0.0
339,3,7,3,2,1,Thermal,0.0
340,3,7,3,3,1,Thermal,0.0
341,3,8,3,0,1,Thermal,0.0
342,3,8,3,1,1,Thermal,0.0
343,3,8,3,2,1,Thermal,0.0
344,3,8,3,3,1,Thermal,0.0
345,3,9,3,0,1,Thermal,0.0
346,3,9,3,1,1,Thermal,0.0
347,3,9,3,2,1,Thermal,0.0
348,3,9,3,3,1,Thermal,0.0
349,3,10,3,0,1,Thermal,0.0
350,3,10,3,1,1,Thermal,0.0
351,3,10,3,2,1,Thermal,0.0
352,3,10,3,3,1,Thermal,0.0
353,3,154,3,0,2,Wind,42.83
354,3,154,3,1,2,Wind,42.41
355,3,154,3,2,2,Wind,43.01
356,3,154,3,3,2,Wind,42.55
357,3,155,3,0,2,Wind,238.54
358,3,155,3,1,2,Wind,238.49
359,3,155,3,2,2,Wind,238.48
360,3,155,3,3,2,Wind,238.5
361,3,156,3,0,2,Wind,144.42
362,3,156,3,1,2,Wind,161.8
363,3,156,3,2,2,Wind,137.52
364,3,156,3,3,2,Wind,156.21
365,3,157,3,0,2,Wind,213.96
366,3,157,3,1,2,Wind,213.92
367,3,157,3,2,2,Wind,213.96
368,3,157,3,3,2,Wind,213.94
369,3,49900,3,0,3,Hydro,0.0
370,3,49900,3,1,3,Hydro,0.0
371,3,49900,3,2,3,Hydro,0.0
372,3,49900,3,3,3,Hydro,0.0
373,3,49901,3,0,3,Hydro,0.0
374,3,49901,3,1,3,Hydro,0.0
375,3,49901,3,2,3,Hydro,0.0
376,3,49901,3,3,3,Hydro,0.0
377,3,49902,3,0,3,Hydro,0.0
378,3,49902,3,1,3,Hydro,0.0
379,3,49902,3,2,3,Hydro,0.0
380,3,49902,3,3,3,Hydro,0.0
381,3,49903,3,0,3,Hydro,0.0
382,3,49903,3,1,3,Hydro,0.0
383,3,49903,3,2,3,Hydro,0.0
384,3,49903,3,3,3,Hydro,0.0
385,3,49904,3,0,3,Hydro,0.0
386,3,49904,3,1,3,Hydro,0.0
387,3,49904,3,2,3,Hydro,0.0
388,3,49904,3,3,3,Hydro,0.0
389,3,49905,3,0,3,Hydro,0.0
390,3,49905,3,1,3,Hydro,0.0
391,3,49905,3,2,3,Hydro,0.0
392,3,49905,3,3,3,Hydro,0.0
393,3,49906,3,0,3,Hydro,0.0
394,3,49906,3,1,3,Hydro,0.0
395,3,49906,3,2,3,Hydro,0.0
396,3,49906,3,3,3,Hydro,0.0
397,3,49907,3,0,3,Hydro,0.0
398,3,49907,3,1,3,Hydro,0.0
399,3,49907,3,2,3,Hydro,0.0
400,3,49907,3,3,3,Hydro,0.0
401,3,49908,3,0,3,Hydro,0.0
402,3,49908,3,1,3,Hydro,0.0
403,3,49908,3,2,3,Hydro,0.0
404,3,49908,3,3,3,Hydro,0.0
405,3,49911,3,0,3,Hydro,0.0
406,3,49911,3,1,3,Hydro,0.0
407,3,49911,3,2,3,Hydro,0.0
408,3,49911,3,3,3,Hydro,0.0
409,3,49912,3,0,3,Hydro,0.0
410,3,49912,3,1,3,Hydro,0.0
411,3,49912,3,2,3,Hydro,0.0
412,3,49912,3,3,3,Hydro,0.0
413,3,49913,3,0,3,Hydro,0.0
414,3,49913,3,1,3,Hydro,0.0
415,3,49913,3,2,3,Hydro,0.0
416,3,49913,3,3,3,Hydro,0.0
417,3,49914,3,0,3,Hydro,0.0
418,3,49914,3,1,3,Hydro,0.0
419,3,49914,3,2,3,Hydro,0.0
420,3,49914,3,3,3,Hydro,0.0
421,3,49915,3,0,3,Hydro,0.0
422,3,49915,3,1,3,Hydro,0.0
423,3,49915,3,2,3,Hydro,0.0
424,3,49915,3,3,3,Hydro,0.0
425,3,49920,3,0,3,Hydro,0.0
426,3,49920,3,1,3,Hydro,0.0
427,3,49920,3,2,3,Hydro,0.0
428,3,49920,3,3,3,Hydro,0.0
429,3,49921,3,0,3,Hydro,0.0
430,3,49921,3,1,3,Hydro,0.0
431,3,49921,3,2,3,Hydro,0.0
432,3,49921,3,3,3,Hydro,0.0
433,3,49922,3,0,3,Hydro,0.0
434,3,49922,3,1,3,Hydro,0.0
435,3,49922,3,2,3,Hydro,0.0
436,3,49922,3,3,3,Hydro,0.0
437,3,49923,3,0,3,Hydro,0.0
438,3,49923,3,1,3,Hydro,0.0
439,3,49923,3,2,3,Hydro,0.0
440,3,49923,3,3,3,Hydro,0.0
441,3,49924,3,0,3,Hydro,0.0
442,3,49924,3,1,3,Hydro,0.0
443,3,49924,3,2,3,Hydro,0.0
444,3,49924,3,3,3,Hydro,0.0
445,3,49925,3,0,3,Hydro,0.0
446,3,49925,3,1,3,Hydro,0.0
447,3,49925,3,2,3,Hydro,0.0
448,3,49925,3,3,3,Hydro,0.0
449,3,49927,3,0,3,Hydro,0.0
450,3,49927,3,1,3,Hydro,0.0
451,3,49927,3,2,3,Hydro,0.0
452,3,49927,3,3,3,Hydro,0.0
453,3,49928,3,0,3,Hydro,0.0
454,3,49928,3,1,3,Hydro,0.0
455,3,49928,3,2,3,Hydro,0.0
456,3,49928,3,3,3,Hydro,0.0
457,3,49929,3,0,3,Hydro,0.0
458,3,49929,3,1,3,Hydro,0.0
459,3,49929,3,2,3,Hydro,0.0
460,3,49929,3,3,3,Hydro,0.0
461,3,49930,3,0,3,Hydro,0.0
462,3,49930,3,1,3,Hydro,0.0
463,3,49930,3,2,3,Hydro,0.0
464,3,49930,3,3,3,Hydro,0.0
465,3,49931,3,0,3,Hydro,0.0
466,3,49931,3,1,3,Hydro,0.0
467,3,49931,3,2,3,Hydro,0.0
468,3,49931,3,3,3,Hydro,0.0
469,4,1,4,0,1,Thermal,0.0
470,4,1,4,1,1,Thermal,0.0
471,4,1,4,2,1,Thermal,0.0
472,4,1,4,3,1,Thermal,0.0
473,4,2,4,0,1,Thermal,0.0
474,4,2,4,1,1,Thermal,0.0
475,4,2,4,2,1,Thermal,0.0
476,4,2,4,3,1,Thermal,0.0
477,4,3,4,0,1,Thermal,0.0
478,4,3,4,1,1,Thermal,0.0
479,4,3,4,2,1,Thermal,0.0
480,4,3,4,3,1,Thermal,0.0
481,4,4,4,0,1,Thermal,0.0
482,4,4,4,1,1,Thermal,0.0
483,4,4,4,2,1,Thermal,0.0
484,4,4,4,3,1,Thermal,0.0
485,4,5,4,0,1,Thermal,0.0
486,4,5,4,1,1,Thermal,0.0
487,4,5,4,2,1,Thermal,0.0
488,4,5,4,3,1,Thermal,0.0
489,4,6,4,0,1,Thermal,0.0
490,4,6,4,1,1,Thermal,0.0
491,4,6,4,2,1,Thermal,0.0
492,4,6,4,3,1,Thermal,0.0
493,4,7,4,0,1,Thermal,0.0
494,4,7,4,1,1,Thermal,0.0
495,4,7,4,2,1,Thermal,0.0
496,4,7,4,3,1,Thermal,0.0
497,4,8,4,0,1,Thermal,0.0
498,4,8,4,1,1,Thermal,0.0
499,4,8,4,2,1,Thermal,0.0
500,4,8,4,3,1,Thermal,0.0
501,4,9,4,0,1,Thermal,0.0
502,4,9,4,1,1,Thermal,0.0
503,4,9,4,2,1,Thermal,0.0
504,4,9,4,3,1,Thermal,0.0
505,4,10,4,0,1,Thermal,0.0
506,4,10,4,1,1,Thermal,0.0
507,4,10,4,2,1,Thermal,0.0
508,4,10,4,3,1,Thermal,0.0
509,4,154,4,0,2,Wind,42.55
510,4,154,4,1,2,Wind,42.09
511,4,154,4,2,2,Wind,42.89
512,4,154,4,3,2,Wind,42.11
513,4,155,4,0,2,Wind,238.5
514,4,155,4,1,2,Wind,238.52
515,4,155,4,2,2,Wind,238.11
516,4,155,4,3,2,Wind,238.79
517,4,156,4,0,2,Wind,156.21
518,4,156,4,1,2,Wind,174.89
519,4,156,4,2,2,Wind,144.37
520,4,156,4,3,2,Wind,172.64
521,4,157,4,0,2,Wind,213.94
522,4,157,4,1,2,Wind,213.91
523,4,157,4,2,2,Wind,213.87
524,4,157,4,3,2,Wind,213.97
525,4,49900,4,0,3,Hydro,0.0
526,4,49900,4,1,3,Hydro,0.0
527,4,49900,4,2,3,Hydro,0.0
528,4,49900,4,3,3,Hydro,0.0
529,4,49901,4,0,3,Hydro,0.0
530,4,49901,4,1,3,Hydro,0.0
531,4,49901,4,2,3,Hydro,0.0
532,4,49901,4,3,3,Hydro,0.0
533,4,49902,4,0,3,Hydro,0.0
534,4,49902,4,1,3,Hydro,0.0
535,4,49902,4,2,3,Hydro,0.0
536,4,49902,4,3,3,Hydro,0.0
537,4,49903,4,0,3,Hydro,0.0
538,4,49903,4,1,3,Hydro,0.0
539,4,49903,4,2,3,Hydro,0.0
540,4,49903,4,3,3,Hydro,0.0
541,4,49904,4,0,3,Hydro,0.0
542,4,49904,4,1,3,Hydro,0.0
543,4,49904,4,2,3,Hydro,0.0
544,4,49904,4,3,3,Hydro,0.0
545,4,49905,4,0,3,Hydro,0.0
546,4,49905,4,1,3,Hydro,0.0
547,4,49905,4,2,3,Hydro,0.0
548,4,49905,4,3,3,Hydro,0.0
549,4,49906,4,0,3,Hydro,0.0
550,4,49906,4,1,3,Hydro,0.0
551,4,49906,4,2,3,Hydro,0.0
552,4,49906,4,3,3,Hydro,0.0
553,4,49907,4,0,3,Hydro,0.0
554,4,49907,4,1,3,Hydro,45.0
555,4,49907,4,2,3,Hydro,0.0
556,4,49907,4,3,3,Hydro,0.0
557,4,49908,4,0,3,Hydro,0.0
558,4,49908,4,1,3,Hydro,0.0
559,4,49908,4,2,3,Hydro,0.0
560,4,49908,4,3,3,Hydro,0.0
561,4,49911,4,0,3,Hydro,0.0
562,4,49911,4,1,3,Hydro,19.2
563,4,49911,4,2,3,Hydro,0.0
564,4,49911,4,3,3,Hydro,0.0
565,4,49912,4,0,3,Hydro,0.0
566,4,49912,4,1,3,Hydro,0.0
567,4,49912,4,2,3,Hydro,0.0
568,4,49912,4,3,3,Hydro,0.0
569,4,49913,4,0,3,Hydro,0.0
570,4,49913,4,1,3,Hydro,0.0
571,4,49913,4,2,3,Hydro,0.0
572,4,49913,4,3,3,Hydro,0.0
573,4,49914,4,0,3,Hydro,0.0
574,4,49914,4,1,3,Hydro,0.0
575,4,49914,4,2,3,Hydro,0.0
576,4,49914,4,3,3,Hydro,0.0
577,4,49915,4,0,3,Hydro,0.0
578,4,49915,4,1,3,Hydro,0.0
579,4,49915,4,2,3,Hydro,0.0
580,4,49915,4,3,3,Hydro,0.0
581,4,49920,4,0,3,Hydro,0.0
582,4,49920,4,1,3,Hydro,0.0
583,4,49920,4,2,3,Hydro,0.0
584,4,49920,4,3,3,Hydro,47.96
585,4,49921,4,0,3,Hydro,0.0
586,4,49921,4,1,3,Hydro,0.0
587,4,49921,4,2,3,Hydro,0.0
588,4,49921,4,3,3,Hydro,0.0
589,4,49922,4,0,3,Hydro,0.0
590,4,49922,4,1,3,Hydro,0.0
591,4,49922,4,2,3,Hydro,0.0
592,4,49922,4,3,3,Hydro,0.0
593,4,49923,4,0,3,Hydro,0.0
594,4,49923,4,1,3,Hydro,0.0
595,4,49923,4,2,3,Hydro,0.0
596,4,49923,4,3,3,Hydro,0.0
597,4,49924,4,0,3,Hydro,0.0
598,4,49924,4,1,3,Hydro,0.0
599,4,49924,4,2,3,Hydro,0.0
600,4,49924,4,3,3,Hydro,0.0
601,4,49925,4,0,3,Hydro,0.0
602,4,49925,4,1,3,Hydro,0.0
603,4,49925,4,2,3,Hydro,0.0
604,4,49925,4,3,3,Hydro,0.0
605,4,49927,4,0,3,Hydro,0.0
606,4,49927,4,1,3,Hydro,0.0
607,4,49927,4,2,3,Hydro,0.0
608,4,49927,4,3,3,Hydro,0.0
609,4,49928,4,0,3,Hydro,0.0
610,4,49928,4,1,3,Hydro,0.0
611,4,49928,4,2,3,Hydro,0.0
612,4,49928,4,3,3,Hydro,0.0
613,4,49929,4,0,3,Hydro,0.0
614,4,49929,4,1,3,Hydro,0.0
615,4,49929,4,2,3,Hydro,0.0
616,4,49929,4,3,3,Hydro,0.0
617,4,49930,4,0,3,Hydro,0.0
618,4,49930,4,1,3,Hydro,0.0
619,4,49930,4,2,3,Hydro,0.0
620,4,49930,4,3,3,Hydro,0.0
621,4,49931,4,0,3,Hydro,0.0
622,4,49931,4,1,3,Hydro,0.0
623,4,49931,4,2,3,Hydro,0.0
624,4,49931,4,3,3,Hydro,0.0
625,5,1,5,0,1,Thermal,0.0
626,5,1,5,1,1,Thermal,0.0
627,5,1,5,2,1,Thermal,0.0
628,5,1,5,3,1,Thermal,0.0
629,5,2,5,0,1,Thermal,0.0
630,5,2,5,1,1,Thermal,0.0
631,5,2,5,2,1,Thermal,0.0
632,5,2,5,3,1,Thermal,0.0
633,5,3,5,0,1,Thermal,0.0
634,5,3,5,1,1,Thermal,0.0
635,5,3,5,2,1,Thermal,0.0
636,5,3,5,3,1,Thermal,0.0
637,5,4,5,0,1,Thermal,0.0
638,5,4,5,1,1,Thermal,0.0
639,5,4,5,2,1,Thermal,0.0
640,5,4,5,3,1,Thermal,0.0
641,5,5,5,0,1,Thermal,0.0
642,5,5,5,1,1,Thermal,0.0
643,5,5,5,2,1,Thermal,0.0
644,5,5,5,3,1,Thermal,0.0
645,5,6,5,0,1,Thermal,0.0
646,5,6,5,1,1,Thermal,0.0
647,5,6,5,2,1,Thermal,0.0
